,key,pid,size,Cluster,brand,brand_code,category,color,color_code,mainCategory,releaseDate,rrp,rrp_range,size_normalization,size_range,stock,subCategory,total_sales,total_sales_range,total_sales_range2
14,10025140,10025,140,3,Uhlsport,2.0,1.4285714285714284,gruen,3.75,0.0,2017/10/1,50.73,5.0,140,3.333333333333333,0.0,6.829268292682928,1.0,0.0,0.0
15,10030M,10030,M,-1,New Balance,2.4,2.2857142857142856,gruen,3.75,5.7142857142857135,2017/10/1,107.88,7.5,M,3.333333333333333,0.0,7.804878048780488,1.0,0.0,0.0
16,1003143,10031,43,5,Converse,2.8000000000000003,4.571428571428571,blau,1.875,5.7142857142857135,2017/10/1,88.83,7.5,43,4.4444444444444455,0.021834061135371174,7.073170731707316,1.0,0.0,0.0
17,1003144,10031,44,5,Converse,2.8000000000000003,4.571428571428571,blau,1.875,5.7142857142857135,2017/10/1,88.83,7.5,44,4.4444444444444455,0.0,7.073170731707316,1.0,0.0,0.0
18,1003145,10031,45,5,Converse,2.8000000000000003,4.571428571428571,blau,1.875,5.7142857142857135,2017/10/1,88.83,7.5,45,5.5555555555555545,0.04366812227074236,7.073170731707316,1.0,0.0,0.0
19,10035L ( 152-158 ),10035,L ( 152-158 ),3,Nike,0.0,1.4285714285714284,rot,7.5,0.0,2017/10/1,63.43,5.0,L,4.4444444444444455,0.0,4.634146341463415,9.0,0.0,0.0
20,10035XL ( 158-170 ),10035,XL ( 158-170 ),3,Nike,0.0,1.4285714285714284,rot,7.5,0.0,2017/10/1,63.43,5.0,XL,5.5555555555555545,0.04366812227074236,4.634146341463415,13.0,0.0,0.0
21,10035XS ( 116-128 ),10035,XS ( 116-128 ),3,Nike,0.0,1.4285714285714284,rot,7.5,0.0,2017/10/1,63.43,5.0,XS,1.1111111111111112,0.0,4.634146341463415,4.0,0.0,0.0
22,1003946,10039,46,12,Asics,3.6,4.571428571428571,schwarz,8.125,5.7142857142857135,2017/10/1,126.93,10.0,46,5.5555555555555545,0.0,7.073170731707316,1.0,0.0,0.0
23,"1004237,5",10042,"37,5",6,Nike,0.0,10.0,blau,1.875,0.0,2017/11/10,88.83,7.5,"37,5",2.2222222222222223,0.021834061135371174,0.7317073170731707,1.0,0.0,0.0
24,10043L,10043,L,7,adidas,1.6,1.4285714285714284,weiss,10.0,0.0,2017/10/1,38.03,2.5,L,4.4444444444444455,0.0,1.2195121951219512,4.0,0.0,0.0
25,10043XL,10043,XL,7,adidas,1.6,1.4285714285714284,weiss,10.0,0.0,2017/10/1,38.03,2.5,XL,5.5555555555555545,0.0,1.2195121951219512,2.0,0.0,0.0
26,10046L,10046,L,3,Nike,0.0,1.4285714285714284,orange,5.625,0.0,2017/10/1,82.48,5.0,L,4.4444444444444455,0.08733624454148471,4.390243902439025,9.0,0.0,0.0
27,10046M,10046,M,3,Nike,0.0,1.4285714285714284,orange,5.625,0.0,2017/10/1,82.48,5.0,M,3.333333333333333,0.021834061135371174,4.390243902439025,10.0,0.0,0.0
28,10046S,10046,S,3,Nike,0.0,1.4285714285714284,orange,5.625,0.0,2017/10/1,82.48,5.0,S,2.2222222222222223,0.0,4.390243902439025,7.0,0.0,0.0
29,1004842,10048,42,8,Mizuno,3.2,0.0,schwarz,8.125,0.0,2017/10/1,406.33,10.0,42,4.4444444444444455,0.0,0.0,2.0,0.0,0.0
30,10050M,10050,M,3,PUMA,1.2,1.4285714285714284,schwarz,8.125,0.0,2018/1/10,50.73,5.0,M,3.333333333333333,0.0,3.1707317073170733,1.0,0.0,0.0
31,10051M ( 140-152 ),10051,M ( 140-152 ),0,Nike,0.0,1.4285714285714284,weiss,10.0,0.0,2017/10/1,25.33,0.0,M,3.333333333333333,0.0,4.390243902439025,1.0,0.0,0.0
32,10051XL ( 158-170 ),10051,XL ( 158-170 ),0,Nike,0.0,1.4285714285714284,weiss,10.0,0.0,2017/10/1,25.33,0.0,XL,5.5555555555555545,0.021834061135371174,4.390243902439025,5.0,0.0,0.0
33,10057176,10057,176,0,PUMA,1.2,1.4285714285714284,rot,7.5,0.0,2017/10/1,22.22,0.0,176,4.4444444444444455,0.0,5.365853658536587,1.0,0.0,0.0
34,10061L,10061,L,9,adidas,1.6,2.2857142857142856,schwarz,8.125,5.7142857142857135,2017/10/1,63.43,5.0,L,4.4444444444444455,0.0,7.804878048780488,8.0,0.0,0.0
35,10062L,10062,L,30,adidas,1.6,1.4285714285714284,gruen,3.75,0.0,2017/10/1,88.83,7.5,L,4.4444444444444455,0.0,6.097560975609755,14.0,0.0,0.0
36,10062M,10062,M,30,adidas,1.6,1.4285714285714284,gruen,3.75,0.0,2017/10/1,88.83,7.5,M,3.333333333333333,0.0,6.097560975609755,5.0,0.0,0.0
37,10062XL,10062,XL,30,adidas,1.6,1.4285714285714284,gruen,3.75,0.0,2017/10/1,88.83,7.5,XL,5.5555555555555545,0.0,6.097560975609755,3.0,0.0,0.0
38,10063L,10063,L,0,adidas,1.6,1.4285714285714284,blau,1.875,0.0,2017/10/1,18.98,0.0,L,4.4444444444444455,0.04366812227074236,1.2195121951219512,49.0,0.8333333333333333,8.333333333333332
39,10063M,10063,M,0,adidas,1.6,1.4285714285714284,blau,1.875,0.0,2017/10/1,18.98,0.0,M,3.333333333333333,0.08733624454148471,1.2195121951219512,55.0,1.6666666666666663,16.666666666666664
40,10063XL,10063,XL,0,adidas,1.6,1.4285714285714284,blau,1.875,0.0,2017/10/1,18.98,0.0,XL,5.5555555555555545,0.0,1.2195121951219512,26.0,0.8333333333333333,8.333333333333332
41,1006439 1/3,10064,39 1/3,8,adidas,1.6,0.0,rot,7.5,0.0,2017/10/1,165.03,10.0,39.3,3.333333333333333,0.0,0.0,1.0,0.0,0.0
42,1006441 1/3,10064,41 1/3,8,adidas,1.6,0.0,rot,7.5,0.0,2017/10/1,165.03,10.0,41.3,3.333333333333333,0.0,0.0,3.0,0.0,0.0
43,1006442,10064,42,8,adidas,1.6,0.0,rot,7.5,0.0,2017/10/1,165.03,10.0,42,4.4444444444444455,0.0,0.0,4.0,0.0,0.0
44,1006444,10064,44,8,adidas,1.6,0.0,rot,7.5,0.0,2017/10/1,165.03,10.0,44,4.4444444444444455,0.04366812227074236,0.0,9.0,0.0,0.0
45,1006444 2/3,10064,44 2/3,8,adidas,1.6,0.0,rot,7.5,0.0,2017/10/1,165.03,10.0,44.7,4.4444444444444455,0.0,0.0,7.0,0.0,0.0
46,1006446 2/3,10064,46 2/3,8,adidas,1.6,0.0,rot,7.5,0.0,2017/10/1,165.03,10.0,46.7,5.5555555555555545,0.0,0.0,3.0,0.0,0.0
47,1006448,10064,48,8,adidas,1.6,0.0,rot,7.5,0.0,2017/10/1,165.03,10.0,48,6.666666666666666,0.0,0.0,1.0,0.0,0.0
48,100652 ( 37-39 ),10065,2 ( 37-39 ),0,adidas,1.6,1.4285714285714284,blau,1.875,0.0,2017/10/1,8.82,0.0,M,3.333333333333333,0.3275109170305677,2.1951219512195124,142.0,3.333333333333333,33.33333333333333
49,100654 ( 43-45 ),10065,4 ( 43-45 ),0,adidas,1.6,1.4285714285714284,blau,1.875,0.0,2017/10/1,8.82,0.0,XL,5.5555555555555545,0.6550218340611353,2.1951219512195124,161.0,4.166666666666667,41.66666666666667
50,1006933,10069,33,10,adidas,1.6,10.0,schwarz,8.125,0.0,2017/10/1,76.13,5.0,33,1.1111111111111112,0.0,0.0,2.0,0.0,0.0
51,1006934,10069,34,10,adidas,1.6,10.0,schwarz,8.125,0.0,2017/10/1,76.13,5.0,34,1.1111111111111112,0.0,0.0,4.0,0.0,0.0
52,1006935,10069,35,10,adidas,1.6,10.0,schwarz,8.125,0.0,2017/10/1,76.13,5.0,35,1.1111111111111112,0.0,0.0,7.0,0.0,0.0
53,1006936,10069,36,10,adidas,1.6,10.0,schwarz,8.125,0.0,2017/10/1,76.13,5.0,36,1.1111111111111112,0.04366812227074236,0.0,10.0,0.0,0.0
54,1006937 1/3,10069,37 1/3,10,adidas,1.6,10.0,schwarz,8.125,0.0,2017/10/1,76.13,5.0,37.3,2.2222222222222223,0.0,0.0,7.0,0.0,0.0
55,"1007045,5",10070,"45,5",8,Nike,0.0,0.0,schwarz,8.125,0.0,2017/10/1,152.33,10.0,"45,5",5.5555555555555545,0.0,0.0,1.0,0.0,0.0
56,10073L ( 40/42 ),10073,L ( 40/42 ),7,Nike,0.0,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,38.03,2.5,L,4.4444444444444455,0.13100436681222707,3.1707317073170733,68.0,1.6666666666666663,16.666666666666664
57,10073XL ( 44/46 ),10073,XL ( 44/46 ),7,Nike,0.0,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,38.03,2.5,XL,5.5555555555555545,0.10917030567685587,3.1707317073170733,32.0,0.8333333333333333,8.333333333333332
58,"1007736,5",10077,"36,5",10,Nike,0.0,10.0,gelb,0.625,0.0,2017/10/1,63.43,5.0,"36,5",1.1111111111111112,0.0,0.0,1.0,0.0,0.0
59,10082L,10082,L,4,adidas,1.6,2.2857142857142856,weiss,10.0,5.7142857142857135,2017/10/1,50.73,5.0,L,4.4444444444444455,0.0,2.6829268292682933,5.0,0.0,0.0
60,10083S,10083,S,44,Nike,0.0,2.2857142857142856,khaki,4.375,5.7142857142857135,2017/10/1,38.03,2.5,S,2.2222222222222223,0.021834061135371174,5.365853658536587,2.0,0.0,0.0
61,10084L,10084,L,1,Jako,6.0,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,38.03,2.5,L,4.4444444444444455,0.0,3.1707317073170733,12.0,0.0,0.0
62,10084M,10084,M,1,Jako,6.0,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,38.03,2.5,M,3.333333333333333,0.021834061135371174,3.1707317073170733,16.0,0.0,0.0
63,10084S,10084,S,1,Jako,6.0,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,38.03,2.5,S,2.2222222222222223,0.0,3.1707317073170733,7.0,0.0,0.0
64,1008541,10085,41,11,Nike,0.0,0.0,schwarz,8.125,0.0,2017/10/1,114.23,7.5,41,3.333333333333333,0.0,0.7317073170731707,3.0,0.0,0.0
65,1008542,10085,42,11,Nike,0.0,0.0,schwarz,8.125,0.0,2017/10/1,114.23,7.5,42,4.4444444444444455,0.0,0.7317073170731707,5.0,0.0,0.0
66,1008544,10085,44,11,Nike,0.0,0.0,schwarz,8.125,0.0,2017/10/1,114.23,7.5,44,4.4444444444444455,0.021834061135371174,0.7317073170731707,8.0,0.0,0.0
67,"1008545,5",10085,"45,5",11,Nike,0.0,0.0,schwarz,8.125,0.0,2017/10/1,114.23,7.5,"45,5",5.5555555555555545,0.0,0.7317073170731707,1.0,0.0,0.0
68,10093L ( 152-158 ),10093,L ( 152-158 ),7,Nike,0.0,1.4285714285714284,gruen,3.75,0.0,2017/10/1,31.68,2.5,L,4.4444444444444455,0.0,4.390243902439025,10.0,0.0,0.0
69,"1009445,5",10094,"45,5",12,Nike,0.0,4.571428571428571,weiss,10.0,5.7142857142857135,2017/10/1,177.73,10.0,"45,5",5.5555555555555545,0.0,7.073170731707316,1.0,0.0,0.0
70,10096L,10096,L,3,adidas,1.6,1.4285714285714284,rot,7.5,0.0,2017/10/1,50.73,5.0,L,4.4444444444444455,0.15283842794759825,5.365853658536587,10.0,0.0,0.0
71,10096M,10096,M,3,adidas,1.6,1.4285714285714284,rot,7.5,0.0,2017/10/1,50.73,5.0,M,3.333333333333333,0.13100436681222707,5.365853658536587,8.0,0.0,0.0
72,10096XL,10096,XL,3,adidas,1.6,1.4285714285714284,rot,7.5,0.0,2017/10/1,50.73,5.0,XL,5.5555555555555545,0.021834061135371174,5.365853658536587,6.0,0.0,0.0
73,"1009837,5",10098,"37,5",13,Nike,0.0,10.0,weiss,10.0,5.7142857142857135,2017/10/1,101.53,7.5,"37,5",2.2222222222222223,0.0,7.073170731707316,2.0,0.0,0.0
74,1009838,10098,38,13,Nike,0.0,10.0,weiss,10.0,5.7142857142857135,2017/10/1,101.53,7.5,38,2.2222222222222223,0.0,7.073170731707316,2.0,0.0,0.0
75,1009839,10098,39,13,Nike,0.0,10.0,weiss,10.0,5.7142857142857135,2017/10/1,101.53,7.5,39,3.333333333333333,0.06550218340611354,7.073170731707316,3.0,0.0,0.0
76,101022XL,10102,2XL,7,Nike,0.0,1.4285714285714284,blau,1.875,0.0,2017/10/1,38.03,2.5,XXL,6.666666666666666,0.021834061135371174,1.2195121951219512,2.0,0.0,0.0
77,10102XL,10102,XL,7,Nike,0.0,1.4285714285714284,blau,1.875,0.0,2017/10/1,38.03,2.5,XL,5.5555555555555545,0.04366812227074236,1.2195121951219512,10.0,0.0,0.0
78,10103L,10103,L,14,adidas,1.6,2.2857142857142856,weiss,10.0,5.7142857142857135,2017/10/1,44.38,2.5,L,4.4444444444444455,0.0,5.365853658536587,2.0,0.0,0.0
79,101047 ( L ),10104,7 ( L ),25,Erima,4.8,1.4285714285714284,blau,1.875,0.0,2017/10/1,44.38,2.5,L,4.4444444444444455,0.0,4.634146341463415,1.0,0.0,0.0
80,10105L ( 40/42 ),10105,L ( 40/42 ),4,Nike,0.0,2.2857142857142856,schwarz,8.125,5.7142857142857135,2017/10/1,76.13,5.0,L,4.4444444444444455,0.0,2.6829268292682933,1.0,0.0,0.0
81,1010843,10108,43,12,Nike,0.0,4.571428571428571,schwarz,8.125,5.7142857142857135,2017/10/1,177.73,10.0,43,4.4444444444444455,0.0,7.073170731707316,3.0,0.0,0.0
82,"1010845,5",10108,"45,5",12,Nike,0.0,4.571428571428571,schwarz,8.125,5.7142857142857135,2017/10/1,177.73,10.0,"45,5",5.5555555555555545,0.0,7.073170731707316,1.0,0.0,0.0
83,10111XL,10111,XL,3,Nike,0.0,1.4285714285714284,blau,1.875,0.0,2017/10/1,57.08,5.0,XL,5.5555555555555545,0.06550218340611354,4.146341463414634,13.0,0.0,0.0
84,1011543 1/3,10115,43 1/3,12,adidas,1.6,4.571428571428571,weiss,10.0,5.7142857142857135,2017/11/22,126.93,10.0,43.3,4.4444444444444455,0.021834061135371174,7.073170731707316,1.0,0.0,0.0
85,1011544,10115,44,12,adidas,1.6,4.571428571428571,weiss,10.0,5.7142857142857135,2017/11/22,126.93,10.0,44,4.4444444444444455,0.0,7.073170731707316,1.0,0.0,0.0
86,10116L,10116,L,15,Nike,0.0,2.2857142857142856,gruen,3.75,5.7142857142857135,2017/10/1,101.53,7.5,L,4.4444444444444455,0.0,7.804878048780488,4.0,0.0,0.0
87,10116M,10116,M,15,Nike,0.0,2.2857142857142856,gruen,3.75,5.7142857142857135,2017/10/1,101.53,7.5,M,3.333333333333333,0.021834061135371174,7.804878048780488,10.0,0.0,0.0
88,10116XL,10116,XL,15,Nike,0.0,2.2857142857142856,gruen,3.75,5.7142857142857135,2017/10/1,101.53,7.5,XL,5.5555555555555545,0.0,7.804878048780488,1.0,0.0,0.0
89,1011939 1/3,10119,39 1/3,11,adidas,1.6,0.0,schwarz,8.125,0.0,2017/10/1,114.23,7.5,39.3,3.333333333333333,0.0,0.7317073170731707,5.0,0.0,0.0
90,1011940,10119,40,11,adidas,1.6,0.0,schwarz,8.125,0.0,2017/10/1,114.23,7.5,40,3.333333333333333,0.0,0.7317073170731707,5.0,0.0,0.0
91,1011940 2/3,10119,40 2/3,11,adidas,1.6,0.0,schwarz,8.125,0.0,2017/10/1,114.23,7.5,40.7,3.333333333333333,0.0,0.7317073170731707,6.0,0.0,0.0
92,1011941 1/3,10119,41 1/3,11,adidas,1.6,0.0,schwarz,8.125,0.0,2017/10/1,114.23,7.5,41.3,3.333333333333333,0.04366812227074236,0.7317073170731707,11.0,0.0,0.0
93,1011944,10119,44,11,adidas,1.6,0.0,schwarz,8.125,0.0,2017/10/1,114.23,7.5,44,4.4444444444444455,0.0,0.7317073170731707,8.0,0.0,0.0
94,1011944 2/3,10119,44 2/3,11,adidas,1.6,0.0,schwarz,8.125,0.0,2017/10/1,114.23,7.5,44.7,4.4444444444444455,0.021834061135371174,0.7317073170731707,17.0,0.0,0.0
95,1011945 1/3,10119,45 1/3,11,adidas,1.6,0.0,schwarz,8.125,0.0,2017/10/1,114.23,7.5,45.3,5.5555555555555545,0.04366812227074236,0.7317073170731707,19.0,0.0,0.0
96,1011946,10119,46,11,adidas,1.6,0.0,schwarz,8.125,0.0,2017/10/1,114.23,7.5,46,5.5555555555555545,0.0,0.7317073170731707,13.0,0.0,0.0
97,1011946 2/3,10119,46 2/3,11,adidas,1.6,0.0,schwarz,8.125,0.0,2017/10/1,114.23,7.5,46.7,5.5555555555555545,0.021834061135371174,0.7317073170731707,10.0,0.0,0.0
98,10125L,10125,L,0,Nike,0.0,1.4285714285714284,blau,1.875,0.0,2017/10/1,25.33,0.0,L,4.4444444444444455,0.0,4.390243902439025,143.0,3.333333333333333,33.33333333333333
99,10125M,10125,M,-1,Nike,0.0,1.4285714285714284,blau,1.875,0.0,2017/10/1,25.33,0.0,M,3.333333333333333,0.04366812227074236,4.390243902439025,121.0,3.333333333333333,33.33333333333333
100,10125S,10125,S,0,Nike,0.0,1.4285714285714284,blau,1.875,0.0,2017/10/1,25.33,0.0,S,2.2222222222222223,0.08733624454148471,4.390243902439025,23.0,0.0,0.0
101,10125XL,10125,XL,0,Nike,0.0,1.4285714285714284,blau,1.875,0.0,2017/10/1,25.33,0.0,XL,5.5555555555555545,0.0,4.390243902439025,59.0,1.6666666666666663,16.666666666666664
102,"1012640,5",10126,"40,5",12,Nike,0.0,4.571428571428571,weiss,10.0,5.7142857142857135,2017/10/1,177.73,10.0,"40,5",3.333333333333333,0.0,7.073170731707316,2.0,0.0,0.0
103,1012642,10126,42,12,Nike,0.0,4.571428571428571,weiss,10.0,5.7142857142857135,2017/10/1,177.73,10.0,42,4.4444444444444455,0.0,7.073170731707316,4.0,0.0,0.0
104,1012644,10126,44,12,Nike,0.0,4.571428571428571,weiss,10.0,5.7142857142857135,2017/10/1,177.73,10.0,44,4.4444444444444455,0.0,7.073170731707316,8.0,0.0,0.0
105,"1012644,5",10126,"44,5",12,Nike,0.0,4.571428571428571,weiss,10.0,5.7142857142857135,2017/10/1,177.73,10.0,"44,5",4.4444444444444455,0.0,7.073170731707316,4.0,0.0,0.0
106,10131152,10131,152,3,adidas,1.6,1.4285714285714284,blau,1.875,0.0,2017/10/1,63.43,5.0,XL,5.5555555555555545,0.0,6.829268292682928,13.0,0.0,0.0
107,10131164,10131,164,3,adidas,1.6,1.4285714285714284,blau,1.875,0.0,2017/10/1,63.43,5.0,XXXL,7.777777777777778,0.0,6.829268292682928,8.0,0.0,0.0
108,1013344,10133,44,8,Nike,0.0,0.0,blau,1.875,0.0,2017/10/1,279.33,10.0,44,4.4444444444444455,0.021834061135371174,0.0,4.0,0.0,0.0
109,"1013344,5",10133,"44,5",8,Nike,0.0,0.0,blau,1.875,0.0,2017/10/1,279.33,10.0,"44,5",4.4444444444444455,0.0,0.0,1.0,0.0,0.0
110,"1013345,5",10133,"45,5",8,Nike,0.0,0.0,blau,1.875,0.0,2017/10/1,279.33,10.0,"45,5",5.5555555555555545,0.0,0.0,3.0,0.0,0.0
111,1013433,10134,33,-1,Nike,0.0,10.0,blau,1.875,0.0,2017/11/15,69.78,5.0,33,1.1111111111111112,0.0,8.78048780487805,1.0,0.0,0.0
112,10135L ( 40/42 ),10135,L ( 40/42 ),-1,Nike,0.0,2.2857142857142856,schwarz,8.125,5.7142857142857135,2017/10/1,95.18,7.5,L,4.4444444444444455,0.0,7.804878048780488,2.0,0.0,0.0
113,1013737 1/3,10137,37 1/3,10,adidas,1.6,10.0,schwarz,8.125,0.0,2017/10/1,76.13,5.0,37.3,2.2222222222222223,0.021834061135371174,0.7317073170731707,3.0,0.0,0.0
114,1013738,10137,38,10,adidas,1.6,10.0,schwarz,8.125,0.0,2017/10/1,76.13,5.0,38,2.2222222222222223,0.0,0.7317073170731707,4.0,0.0,0.0
115,10141XL ( 44/46 ),10141,XL ( 44/46 ),3,Nike,0.0,1.4285714285714284,blau,1.875,0.0,2017/11/21,50.73,5.0,XL,5.5555555555555545,0.0,2.6829268292682933,1.0,0.0,0.0
116,1014443,10144,43,16,Jordan,6.4,4.571428571428571,weiss,10.0,5.7142857142857135,2017/10/1,139.63,10.0,43,4.4444444444444455,0.0,7.073170731707316,1.0,0.0,0.0
117,1014444,10144,44,16,Jordan,6.4,4.571428571428571,weiss,10.0,5.7142857142857135,2017/10/1,139.63,10.0,44,4.4444444444444455,0.0,7.073170731707316,4.0,0.0,0.0
118,10146M,10146,M,-1,Nike,0.0,2.2857142857142856,schwarz,8.125,5.7142857142857135,2017/10/10,120.58,7.5,M,3.333333333333333,0.0,4.634146341463415,3.0,0.0,0.0
119,10153L,10153,L,17,Uhlsport,2.0,8.857142857142858,gelb,0.625,10.0,2017/10/1,44.38,2.5,L,4.4444444444444455,0.0,,4.0,0.0,0.0
120,10154S,10154,S,0,adidas,1.6,1.4285714285714284,rot,7.5,0.0,2017/10/1,29.14,0.0,S,2.2222222222222223,0.0,5.365853658536587,5.0,0.0,0.0
121,10157L,10157,L,3,Nike,0.0,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,57.08,5.0,L,4.4444444444444455,0.021834061135371174,4.390243902439025,23.0,0.0,0.0
122,10157M,10157,M,3,Nike,0.0,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,57.08,5.0,M,3.333333333333333,0.0,4.390243902439025,35.0,0.8333333333333333,8.333333333333332
123,10158L,10158,L,3,adidas,1.6,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,76.13,5.0,L,4.4444444444444455,0.06550218340611354,4.146341463414634,53.0,1.6666666666666663,16.666666666666664
124,10158M,10158,M,3,adidas,1.6,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,76.13,5.0,M,3.333333333333333,0.08733624454148471,4.146341463414634,67.0,1.6666666666666663,16.666666666666664
125,10158XL,10158,XL,3,adidas,1.6,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,76.13,5.0,XL,5.5555555555555545,0.0,4.146341463414634,15.0,0.0,0.0
126,10160M,10160,M,18,Jako,6.0,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,69.78,5.0,M,3.333333333333333,0.0,4.634146341463415,5.0,0.0,0.0
127,10164L ( 152-158 ),10164,L ( 152-158 ),0,Nike,0.0,1.4285714285714284,blau,1.875,0.0,2017/10/1,20.25,0.0,L,4.4444444444444455,0.0,1.2195121951219512,37.0,0.8333333333333333,8.333333333333332
128,10164M ( 140-152 ),10164,M ( 140-152 ),0,Nike,0.0,1.4285714285714284,blau,1.875,0.0,2017/10/1,20.25,0.0,M,3.333333333333333,0.021834061135371174,1.2195121951219512,44.0,0.8333333333333333,8.333333333333332
129,10164S ( 128-140 ),10164,S ( 128-140 ),0,Nike,0.0,1.4285714285714284,blau,1.875,0.0,2017/10/1,20.25,0.0,S,2.2222222222222223,0.06550218340611354,1.2195121951219512,9.0,0.0,0.0
130,10164XL ( 158-170 ),10164,XL ( 158-170 ),0,Nike,0.0,1.4285714285714284,blau,1.875,0.0,2017/10/1,20.25,0.0,XL,5.5555555555555545,0.021834061135371174,1.2195121951219512,38.0,0.8333333333333333,8.333333333333332
131,10164XS ( 116-128 ),10164,XS ( 116-128 ),0,Nike,0.0,1.4285714285714284,blau,1.875,0.0,2017/10/1,20.25,0.0,XS,1.1111111111111112,0.0,1.2195121951219512,11.0,0.0,0.0
132,1016536,10165,36,-1,adidas,1.6,2.2857142857142856,schwarz,8.125,5.7142857142857135,2017/10/1,165.03,10.0,36,1.1111111111111112,0.0,4.634146341463415,2.0,0.0,0.0
133,10167M,10167,M,-1,Jako,6.0,4.0,weiss,10.0,10.0,2017/10/1,25.33,0.0,M,3.333333333333333,0.0,,35.0,0.8333333333333333,8.333333333333332
134,10167S,10167,S,-1,Jako,6.0,4.0,weiss,10.0,10.0,2017/10/1,25.33,0.0,S,2.2222222222222223,0.0,,25.0,0.0,0.0
135,10168152,10168,152,0,adidas,1.6,1.4285714285714284,lila,5.0,0.0,2017/10/1,25.33,0.0,XL,5.5555555555555545,0.0,4.390243902439025,1.0,0.0,0.0
136,101692 ( 37-39 ),10169,2 ( 37-39 ),0,adidas,1.6,1.4285714285714284,weiss,10.0,0.0,2017/10/1,15.17,0.0,M,3.333333333333333,0.0,1.951219512195122,10.0,0.0,0.0
137,101693 ( 40-42 ),10169,3 ( 40-42 ),0,adidas,1.6,1.4285714285714284,weiss,10.0,0.0,2017/10/1,15.17,0.0,L,4.4444444444444455,0.04366812227074236,1.951219512195122,40.0,0.8333333333333333,8.333333333333332
138,101694 ( 43-45 ),10169,4 ( 43-45 ),-1,adidas,1.6,1.4285714285714284,weiss,10.0,0.0,2017/10/1,15.17,0.0,XL,5.5555555555555545,0.2838427947598253,1.951219512195122,117.0,3.333333333333333,33.33333333333333
